Vandområde;MarinReferenceKode;Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;MC-stationsnr;Dato;Tid;Antal delprøver (stk);Prøvenummer;Dybde (m);Prøvetagningsudstyr;Prøveredskabsareal (cm2);Haps breddegrad;Haps længdegrad;Haps X_UTM;Haps Y_UTM;Karakter dybde (cm);Farve;Lugt;Oxideret lag (mm);Karakter beskrivelse;Mudder;Ler < 0.040 mm;Silt, 0.040-0.063 mm;Sand, fint 0.125-0.250 mm;Sand, mellem 0.250-0.500 mm;Sand, groft 0.5-1 mm;Grus, fint 1-2 mm;Grus groft > 2 mm;Alle kornstørrelser;Kontrol;Kvalitet;ObsSted_bredde;ObsSted_længde;ObsSted_X_UTM;ObsSted_Y_UTM
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"26";"12,20";"Haps";"143";"5508,353";"1133,086";"662627";"6113255";"24";"Brun";"Svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"3";"12,50";"Haps";"143";"5509,201";"1129,307";"658558";"6114683";"24";"Brun";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"FOR";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"23";"12,50";"Haps";"143";"5508,341";"1130,819";"660220";"6113146";"24";"Brun";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"29";"13,00";"Haps";"143";"5507,902";"1128,573";"657864";"6112247";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"43";"12,70";"Haps";"143";"5507,474";"1132,345";"661900";"6111597";"24";"Brun";"Svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"35";"12,30";"Haps";"143";"5507,907";"1133,076";"662647";"6112428";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"6";"12,40";"Haps";"143";"5509,207";"1131,549";"660937";"6114779";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"12";"12,80";"Haps";"143";"5508,769";"1129,310";"658589";"6113882";"24";"Brun";"Svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"20";"13,00";"Haps";"143";"5508,333";"1128,576";"657839";"6113046";"24";"Brun";"Svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"8";"12,00";"Haps";"143";"5509,207";"1133,072";"662554";"6114838";"24";"Brun";"Svovlbrinte";"3";" ";"DOM";"FOR";"";"";"FOR";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"14";"12,40";"Haps";"143";"5508,774";"1130,832";"660205";"6113949";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"FOR";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"5";"12,50";"Haps";"143";"5509,205";"1130,822";"660166";"6114748";"24";"Brun";"Svovlbrinte";"5";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"28";"13,40";"Haps";"143";"5507,899";"1127,803";"657046";"6112212";"24";"Brun";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"34";"12,30";"Haps";"143";"5507,898";"1132,324";"661849";"6112382";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"40";"13,10";"Haps";"143";"5507,474";"1130,068";"659480";"6111510";"24";"Brun";"Svovlbrinte";"7";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"37";"13,70";"Haps";"143";"5507,477";"1127,787";"657057";"6111429";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"31";"12,80";"Haps";"143";"5507,906";"1130,066";"659449";"6112311";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"11";"13,30";"Haps";"143";"5508,768";"1128,537";"657768";"6113851";"24";"Mørk grå";"Svag svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2006-05-03";"0";"45";"17";"12,20";"Haps";"143";"5508,770";"1133,108";"662622";"6114029";"24";"Brun";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"11";"7,80";"Haps";"143";"5456,391";"1133,911";"664318";"6091110";"24";"Ikke oplyst";"Stærk svovlbrinte";"10";" ";"FOR";"FOR";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"23";"8,10";"Haps";"143";"5456,136";"1136,069";"666639";"6090722";"24";"Ikke oplyst";"Stærk svovlbrinte";"20";" ";"DOM";"";"";"";"ALM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"9";"8,80";"Haps";"143";"5457,350";"1135,926";"666402";"6092967";"24";"Ikke oplyst";"Stærk svovlbrinte";"15";" ";"DOM";"FOR";"";"";"ALM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"14";"8,80";"Haps";"143";"5457,000";"1136,293";"666818";"6092333";"24";"Ikke oplyst";"Stærk svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"3";"8,70";"Haps";"143";"5457,522";"1134,935";"665333";"6093247";"24";"Andet";"Stærk svovlbrinte";"13";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"26";"5,60";"Haps";"143";"5455,364";"1134,901";"665445";"6089245";"13";"Ikke oplyst";"Ingen lugt";"20";" ";"";"";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"19";"9,30";"Haps";"143";"5456,687";"1136,574";"667140";"6091764";"24";"Ikke oplyst";"Stærk svovlbrinte";"10";" ";"DOM";"FOR";"";"";"ALM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"12";"8,50";"Haps";"143";"5456,579";"1134,727";"665176";"6091490";"24";"Ikke oplyst";"Svag svovlbrinte";"13";" ";"FOR";"FOR";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"18";"8,70";"Haps";"143";"5456,471";"1135,757";"666283";"6091331";"24";"Ikke oplyst";"Svag svovlbrinte";"20";" ";"DOM";"FOR";"";"";"FOR";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"10";"9,20";"Haps";"143";"5457,522";"1136,671";"667185";"6093316";"24";"Ikke oplyst";"Stærk svovlbrinte";"35";" ";"DOM";"ALM";"";"";"ALM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"15";"9,00";"Haps";"143";"5457,154";"1137,006";"667568";"6092647";"24";"Ikke oplyst";"Stærk svovlbrinte";"10";" ";"DOM";"FOR";"";"";"FOR";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"29";"7,50";"Haps";"143";"5456,033";"1137,371";"668036";"6090583";"10";"Ikke oplyst";"Svag svovlbrinte";"10";" ";"";"";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"6";"8,00";"Haps";"143";"5456,703";"1133,774";"664150";"6091683";"10";"Ikke oplyst";"Ingen lugt";"Ikke oplyst";" ";"";"";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"1";"7,20";"Haps";"143";"5457,121";"1133,227";"663538";"6092436";"24";"Ikke oplyst";"Svovlbrinte";"15";" ";"";"";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"4";"7,70";"Haps";"143";"5457,709";"1135,725";"666163";"6093625";"10";"Ikke oplyst";"Svag svovlbrinte";"10";" ";"";"";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"7";"8,70";"Haps";"143";"5456,974";"1134,323";"664718";"6092207";"24";"Ikke oplyst";"Svovlbrinte";"13";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"13";"8,40";"Haps";"143";"5456,812";"1135,519";"666005";"6091954";"24";"Ikke oplyst";"Svag svovlbrinte";"10";" ";"FOR";"FOR";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"20";"9,40";"Haps";"143";"5456,873";"1137,287";"667888";"6092137";"24";"Ikke oplyst";"Stærk svovlbrinte";"10";" ";"DOM";"FOR";"";"";"ALM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"21";"6,80";"Haps";"143";"5455,699";"1134,587";"665087";"6089853";"15";"Ikke oplyst";"Ingen lugt";"20";" ";"FOR";"";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"24";"8,60";"Haps";"143";"5456,326";"1136,903";"667516";"6091107";"24";"Ikke oplyst";"Svag svovlbrinte";"5";" ";"FOR";"FOR";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"25";"8,80";"Haps";"143";"5456,493";"1137,695";"668350";"6091449";"15";"Ikke oplyst";"Svag svovlbrinte";"20";" ";"ALM";"FOR";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"27";"7,40";"Haps";"143";"5455,563";"1135,581";"666157";"6089640";"24";"Ikke oplyst";"Ingen lugt";"10";" ";"FOR";"";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"30";"8,40";"Haps";"143";"5456,128";"1138,071";"668776";"6090787";"20";"Ikke oplyst";"Svag svovlbrinte";"8";" ";"DOM";"ALM";"";"";"";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"2";"8,70";"Haps";"143";"5457,305";"1134,089";"664446";"6092811";"24";"Brun";"Svovlbrinte";"13";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"5";"7,70";"Haps";"143";"5457,854";"1136,445";"666921";"6093922";"24";"Andet";"Svag svovlbrinte";"5";" ";"";"FOR";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"8";"8,80";"Haps";"143";"5457,173";"1135,188";"665627";"6092610";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"16";"7,00";"Haps";"143";"5456,042";"1134,224";"664676";"6090475";"24";"Ikke oplyst";"Stærk svovlbrinte";"10";" ";"FOR";"";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"17";"8,00";"Haps";"143";"5456,257";"1135,011";"665501";"6090905";"24";"Ikke oplyst";"Ikke oplyst";"10";" ";"DOM";"FOR";"";"";"ALM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"22";"8,60";"Haps";"143";"5455,921";"1135,338";"665873";"6090294";"24";"Ikke oplyst";"Stærk svovlbrinte";"15";" ";"DOM";"";"";"";"ALM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200309";"62 SMÅLANDSFARVANDET, VEST";"BF Smålandsfarvandet";"2007-04-23";"0";"30";"28";"7,10";"Haps";"143";"5455,744";"1136,374";"666991";"6090007";"15";"Ikke oplyst";"Ingen lugt";"15";" ";"";"";"";"";"DOM";"";"";"";"";"FagK";"GODK";"5456,709";"1135,832";"666346";"6091775"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"3";"13,00";"Haps";"143";"5509,204";"1129,306";"658556";"6114688";"16";"Brun";"Svovlbrinte";"15";" ";"DOM";"";"";"FOR";"";"";"";"";"FOR";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"8";"12,90";"Haps";"143";"5509,205";"1133,081";"662564";"6114835";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"11";"13,70";"Haps";"143";"5508,770";"1128,560";"657793";"6113855";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"16";"12,70";"Haps";"143";"5508,777";"1132,316";"661781";"6114012";"18";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"29";"-99,00";"Haps";"143";"5507,896";"1128,560";"657850";"6112235";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"33";"12,60";"Haps";"143";"5507,905";"1131,562";"661039";"6112366";"24";"Brun";"Svovlbrinte";"7";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"37";"13,70";"Haps";"143";"5507,474";"1127,801";"657072";"6111424";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"41";"12,70";"Haps";"143";"5507,482";"1130,817";"660276";"6111553";"24";"Brun";"Svovlbrinte";"14";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"27";"12,50";"Haps";"143";"5508,347";"1133,831";"663419";"6113273";"24";"Brun";"Svovlbrinte";"20";" ";"DOM";"ALM";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"6";"12,90";"Haps";"143";"5509,197";"1131,574";"660965";"6114762";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"10";"14,10";"Haps";"143";"5508,767";"1127,798";"656984";"6113821";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"14";"12,90";"Haps";"143";"5508,764";"1130,818";"660191";"6113930";"24";"Brun";"Svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"19";"13,40";"Haps";"143";"5508,333";"1127,780";"656993";"6113016";"24";"Brun";"Svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"24";"12,70";"Haps";"143";"5508,349";"1131,569";"661016";"6113189";"24";"Brun";"Stærk svovlbrinte";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"36";"12,20";"Haps";"143";"5507,908";"1133,799";"663415";"6112458";"24";"Brun";"Svovlbrinte";"8";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2007-04-24";"0";"30";"40";"12,90";"Haps";"143";"5507,471";"1130,069";"659482";"6111504";"24";"Brun";"Svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
