Vandområde;MarinReferenceKode;Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;MC-stationsnr;Dato;Tid;Antal delprøver (stk);Prøvenummer;Dybde (m);Prøvetagningsudstyr;Prøveredskabsareal (cm2);Haps breddegrad;Haps længdegrad;Haps X_UTM;Haps Y_UTM;Karakter dybde (cm);Farve;Lugt;Oxideret lag (mm);Karakter beskrivelse;Mudder;Ler < 0.040 mm;Silt, 0.040-0.063 mm;Sand, fint 0.125-0.250 mm;Sand, mellem 0.250-0.500 mm;Sand, groft 0.5-1 mm;Grus, fint 1-2 mm;Grus groft > 2 mm;Alle kornstørrelser;Kontrol;Kvalitet;ObsSted_bredde;ObsSted_længde;ObsSted_X_UTM;ObsSted_Y_UTM
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"39";"13,10";"Haps";"143";"5507,471";"1129,304";"658669";"6111475";"15";"Brun";"Ingen lugt";"1";" ";"DOM";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"33";"12,60";"Haps";"143";"5507,898";"1131,594";"661073";"6112354";"20";"Brun";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"42";"12,60";"Haps";"143";"5507,476";"1131,586";"661093";"6111571";"15";"Mørk grå";"Ingen lugt";"1";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"36";"12,30";"Haps";"143";"5507,900";"1133,856";"663476";"6112446";"18";"Brun";"Ingen lugt";"1";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"25";"12,20";"Haps";"143";"5508,342";"1132,338";"661834";"6113206";"20";"Brun";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"45";"12,20";"Haps";"143";"5507,474";"1133,819";"663466";"6111654";"15";"Mørk grå";"Ingen lugt";"1";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"37";"13,60";"Haps";"143";"5507,476";"1127,764";"657032";"6111426";"15";"Brun";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"31";"12,80";"Haps";"143";"5507,898";"1130,099";"659485";"6112297";"20";"Brun";"Svovlbrinte";"15";" ";"DOM";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"28";"13,60";"Haps";"143";"5507,918";"1127,776";"657016";"6112246";"20";"Brun";"Svag svovlbrinte";"20";" ";"DOM";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"40";"12,90";"Haps";"143";"5507,464";"1130,055";"659467";"6111491";"15";"Brun";"Ingen lugt";"20";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"34";"12,50";"Haps";"143";"5507,911";"1132,355";"661881";"6112408";"18";"Brun";"Ingen lugt";"20";" ";"DOM";"ALM";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"43";"12,40";"Haps";"143";"5507,463";"1132,343";"661898";"6111577";"15";"Mørk grå";"Ingen lugt";"1";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"24";"11,20";"Haps";"143";"5508,342";"1131,563";"661010";"6113176";"20";"Mørk grå";"Ingen lugt";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"27";"12,30";"Haps";"143";"5508,328";"1133,846";"663436";"6113239";"20";"Brun";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"30";"13,00";"Haps";"143";"5507,896";"1129,323";"658661";"6112264";"20";"Brun";"Svag svovlbrinte";"5";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"38";"13,40";"Haps";"143";"5507,467";"1128,546";"657864";"6111439";"15";"Brun";"Ingen lugt";"20";" ";"DOM";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"41";"12,70";"Haps";"143";"5507,482";"1130,826";"660285";"6111553";"15";"Brun";"Ingen lugt";"20";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"44";"12,30";"Haps";"143";"5507,471";"1133,081";"662682";"6111620";"15";"Mørk grå";"Ingen lugt";"1";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"26";"12,30";"Haps";"143";"5508,344";"1133,086";"662628";"6113239";"20";"Brun";"Ingen lugt";"10";" ";"DOM";"";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"29";"13,20";"Haps";"143";"5507,906";"1128,590";"657881";"6112255";"20";"Brun";"Ingen lugt";"10";" ";"DOM";"ALM";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"32";"12,70";"Haps";"143";"5507,906";"1130,853";"660285";"6112341";"20";"Mørk grå";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-03";"0";"22";"35";"12,40";"Haps";"143";"5507,897";"1133,096";"662669";"6112410";"18";"Brun";"Ingen lugt";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"1";"11,90";"Haps";"143";"5509,209";"1127,815";"656973";"6114641";"13";"Ikke oplyst";"Ingen lugt";"Ikke oplyst";" ";"FOR";"";"";"";"DOM";"";"FOR";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"4";"12,70";"Haps";"143";"5509,202";"1130,078";"659376";"6114714";"20";"Mørk grå";"Ingen lugt";"15";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"7";"12,60";"Haps";"143";"5509,200";"1132,330";"661767";"6114797";"15";"Mørk grå";"Ingen lugt";"12";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"10";"13,50";"Haps";"143";"5508,770";"1127,800";"656986";"6113827";"18";"Mørk grå";"Ingen lugt";"20";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"13";"12,70";"Haps";"143";"5508,772";"1130,063";"659389";"6113916";"20";"Andet";"Svovlbrinte";"5";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"21";"12,80";"Haps";"143";"5508,330";"1129,283";"658590";"6113067";"20";"Mørk grå";"Svovlbrinte";"8";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2000-05-04";"0";"10";"5";"12,00";"Haps";"143";"5507,042";"1135,095";"664851";"6110903";"20";"Mørk grå";"Ingen lugt";"7";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2000-05-04";"0";"10";"8";"12,00";"Haps";"143";"5507,042";"1135,095";"664851";"6110903";"20";"Mørk grå";"Ingen lugt";"7";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2000-05-04";"0";"10";"1";"14,00";"Haps";"143";"5507,676";"1125,151";"654243";"6111700";"Ikke oplyst";"Mørk grå";"Svag svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2000-05-04";"0";"10";"4";"14,00";"Haps";"143";"5507,676";"1125,151";"654243";"6111700";"Ikke oplyst";"Mørk grå";"Svag svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2000-05-04";"0";"10";"7";"14,00";"Haps";"143";"5507,676";"1125,151";"654243";"6111700";"Ikke oplyst";"Mørk grå";"Svag svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"2";"12,70";"Haps";"143";"5509,195";"1128,555";"657760";"6114643";"15";"Mørk grå";"Ingen lugt";"8";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"5";"12,70";"Haps";"143";"5509,210";"1130,819";"660162";"6114757";"15";"Mørk grå";"Ingen lugt";"5";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"8";"12,50";"Haps";"143";"5509,206";"1133,094";"662578";"6114837";"20";"Mørk grå";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"16";"12,30";"Haps";"143";"5508,767";"1132,334";"661801";"6113994";"20";"Mørk grå";"Ingen lugt";"5";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"19";"13,10";"Haps";"143";"5508,340";"1127,795";"657009";"6113029";"17";"Mørk grå";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"22";"12,50";"Haps";"143";"5508,335";"1130,024";"659376";"6113104";"15";"Mørk grå";"Ikke oplyst";"5";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2000-05-04";"0";"10";"9";"14,00";"Haps";"143";"5507,676";"1125,151";"654243";"6111700";"Ikke oplyst";"Mørk grå";"Svag svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2000-05-04";"0";"10";"3";"12,00";"Haps";"143";"5507,042";"1135,095";"664851";"6110903";"20";"Mørk grå";"Ingen lugt";"7";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2000-05-04";"0";"10";"6";"12,00";"Haps";"143";"5507,042";"1135,095";"664851";"6110903";"20";"Mørk grå";"Ingen lugt";"7";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2000-05-04";"0";"10";"9";"12,00";"Haps";"143";"5507,042";"1135,095";"664851";"6110903";"20";"Mørk grå";"Ingen lugt";"7";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2000-05-04";"0";"10";"2";"14,00";"Haps";"143";"5507,676";"1125,151";"654243";"6111700";"Ikke oplyst";"Mørk grå";"Svag svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2000-05-04";"0";"10";"10";"14,00";"Haps";"143";"5507,676";"1125,151";"654243";"6111700";"Ikke oplyst";"Mørk grå";"Svag svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"12";"12,90";"Haps";"143";"5508,762";"1129,304";"658583";"6113869";"18";"Mørk grå";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2000-05-04";"0";"10";"2";"12,00";"Haps";"143";"5507,042";"1135,095";"664851";"6110903";"20";"Mørk grå";"Ingen lugt";"7";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2000-05-04";"0";"10";"3";"14,00";"Haps";"143";"5507,676";"1125,151";"654243";"6111700";"Ikke oplyst";"Mørk grå";"Svag svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"6";"12,60";"Haps";"143";"5509,194";"1131,565";"660955";"6114756";"20";"Mørk grå";"Ingen lugt";"5";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"18";"12,10";"Haps";"143";"5508,767";"1133,865";"663426";"6114053";"10";"Ikke oplyst";"Ingen lugt";"2";" ";"ALM";"";"";"";"ALM";"";"FOR";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2000-05-04";"0";"10";"6";"14,00";"Haps";"143";"5507,676";"1125,151";"654243";"6111700";"Ikke oplyst";"Mørk grå";"Svag svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"9";"12,50";"Haps";"143";"5509,209";"1133,857";"663388";"6114873";"20";"Mørk grå";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"15";"12,50";"Haps";"143";"5508,769";"1131,579";"660999";"6113969";"20";"Mørk grå";"Ikke oplyst";"3";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2000-05-04";"0";"10";"10";"12,00";"Haps";"143";"5507,042";"1135,095";"664851";"6110903";"20";"Mørk grå";"Ingen lugt";"7";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2000-05-04";"0";"10";"5";"14,00";"Haps";"143";"5507,676";"1125,151";"654243";"6111700";"Ikke oplyst";"Mørk grå";"Svag svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2000-05-04";"0";"10";"4";"12,00";"Haps";"143";"5507,042";"1135,095";"664851";"6110903";"20";"Mørk grå";"Ingen lugt";"7";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"20";"13,00";"Haps";"143";"5508,347";"1128,536";"657795";"6113070";"20";"Mørk grå";"Ingen lugt";"3";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"14";"12,50";"Haps";"143";"5508,778";"1130,822";"660194";"6113956";"20";"Andet";"Ikke oplyst";"5";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"3";"12,70";"Haps";"143";"5509,209";"1129,312";"658562";"6114698";"20";"Mørk grå";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"620 ";"Smålandsfarvandet";"96200223";"62 SMÅLANDSFARVANDET, VEST";"0101021";"2000-05-04";"0";"10";"8";"14,00";"Haps";"143";"5507,676";"1125,151";"654243";"6111700";"Ikke oplyst";"Mørk grå";"Svag svovlbrinte";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"ElekK";"GODK";"5507,660";"1125,130";"654222";"6111670"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"17";"12,20";"Haps";"143";"5508,783";"1133,089";"662601";"6114053";"20";"Brun";"Ingen lugt";"10";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2000-05-04";"0";"10";"1";"12,00";"Haps";"143";"5507,042";"1135,095";"664851";"6110903";"20";"Mørk grå";"Ingen lugt";"7";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"23";"12,50";"Haps";"143";"5508,316";"1130,785";"660186";"6113098";"15";"Mørk grå";"Svag svovlbrinte";"12";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220245";"622 Karrebæksminde Bugt";"0101015";"2000-05-04";"0";"10";"7";"12,00";"Haps";"143";"5507,042";"1135,095";"664851";"6110903";"20";"Mørk grå";"Ingen lugt";"7";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5507,050";"1135,200";"664962";"6110922"
"Smålandsfarvandet, åbne del";"622 ";"Karrebæksminde Bugt";"96220322";"622 Karrebæksminde Bugt";"BF Karrebæksminde Bugt";"2000-05-04";"0";"23";"11";"13,30";"Haps";"143";"5508,769";"1128,560";"657793";"6113854";"20";"Mørk grå";"Ingen lugt";"20";" ";"DOM";"FOR";"";"";"";"";"";"";"";"FagK";"GODK";"5508,870";"1131,926";"661360";"6114169"
"Isefjord, indre";"324 ";"Isefjord Inderbredning";"93240012";"HR 324";"10006";"2000-05-12";"0";"10";"4";"7,50";"Haps";"143";"5543,300";"1149,400";"677322";"6178714";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";"Ikke oplyst";" ";"";"";"";"";"";"";"";"";"";"FagK";"GODK";"5543,300";"1149,400";"677322";"6178714"
