Nr.,Længde T (cm),Længde S (cm),Vægt (g),Køn,Levervægt (g),Mavevægt (g),Redskab,Lokalitet,Dato,Bytteart,Vægt B(g),Længde B (mm),Antal (ca),Bem.,Størrelse,CF,HSI,Byttedyr familie
9608,11,9.4,21.111,F,0.93,0.41,Rejeruse,Guldborgsund,04-Nov,Thedoxus fluviatilis,0.01,,1,,Mellem,1.586100676,4.405286344,Gastropoda
9616,11.6,9.9,28.55,F,1.43,0.65,Rejeruse,Guldborgsund,04-Nov,Thedoxus fluviatilis,0.01,,1,,Mellem,1.829077658,5.008756567,Gastropoda
9660,10.7,9.3,22,F,1.01,0.26,Rejeruse,Guldborgsund,04-Nov,Thedoxus fluviatilis,0.01,,1,,Mellem,1.795855329,4.590909091,Gastropoda
9311,12,10,28.9,F,2.05,0,Rejeruse,Guldborgsund,09-Nov,,,,,,Mellem,1.672453704,7.093425606,
9312,14,11.9,52.6,M,2.68,0,Rejeruse,Guldborgsund,09-Nov,,,,,,Stor,1.916909621,5.095057034,
9316,13.5,11.6,47.2,F,3.22,0,Rejeruse,Guldborgsund,09-Nov,,,,,,Stor,1.918406747,6.822033898,
9317,10,8.5,16.98,F,0.75,0,Rejeruse,Guldborgsund,09-Nov,,,,,,Små,1.698,4.416961131,
9318,10.5,8.8,21.76,F,1.31,0,Rejeruse,Guldborgsund,09-Nov,,,,,,Mellem,1.879710614,6.020220588,
9319,10.9,9,19.03,F,1.16,0,Rejeruse,Guldborgsund,09-Nov,,,,,,Mellem,1.469465163,6.095638466,
9320,8.9,7.4,11.23,F,0.41,0,Rejeruse,Guldborgsund,09-Nov,,,,,,Små,1.592977847,3.650934996,
9324,12.4,10.5,36.96,F,1.82,0,Rejseruse,Guldborgsund,09-Nov,,,,,,Mellem,1.938504918,4.924242424,
9327,11,9,22.81,M,0.96,0,Rejeruse,Guldborgsund,09-Nov,,,,,,Mellem,1.713749061,4.208680403,
9328,12,10,29.61,F,1.28,0,Rejeruse,Guldborgsund,09-Nov,,,,,,Mellem,1.713541667,4.322863897,
9332,11,9.5,22.9,F,1.08,0,Rejeruse,Guldborgsund,09-Nov,,,,,,Mellem,1.720510894,4.716157205,
9334,8.2,7,10.31,F,0.58,0,Rejeruse,Guldborgsund,09-Nov,,,,,,Små,1.869894517,5.625606208,
9337,12,10,30.2,M,0.91,0,Rejeruse,Guldborgsund,09-Nov,,,,,,Mellem,1.747685185,3.013245033,
9339,12.5,10.8,38,M,2.07,0,Rejeruse,Guldborgsund,09-Nov,,,,,,Mellem,1.9456,5.447368421,
9348,13.6,11.9,50.15,M,3.16,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Stor,1.993674308,6.30109671,
9359,12.5,10.5,31.33,M,1.62,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.604096,5.170762847,
9372,10.4,8.8,18.33,F,0.85,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.629530325,4.637206765,
9373,10,8.5,17.23,F,0.76,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Små,1.723,4.410911201,
9388,9.6,8,12.7,F,0.46,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Små,1.435456453,3.622047244,
9392,17,14.9,95,M,4.33,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Stor,1.93364543,4.557894737,
9400,15.1,13.2,55.27,M,3.16,0,Rejseruse,Guldborgsund,04-Nov,,,,,,Stor,1.605308934,5.717387371,
9408,12.5,10.5,32.18,M,1.14,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.647616,3.542573027,
9411,11.9,10,30,M,1.05,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.780247443,3.5,
9412,11.3,9.5,24.63,M,0.87,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.70698255,3.53227771,
9417,10.5,8.9,18.45,M,0.98,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.593780369,5.311653117,
9427,13,11.1,34.57,M,1.99,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.573509331,5.756436216,
9429,9.9,8.5,19,F,0.57,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Små,1.958159289,3,
9431,11.3,9.4,26.22,F,1.11,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.817177525,4.233409611,
9447,10.5,8.9,18.21,F,0.65,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.573048267,3.569467326,
9451,10.5,8.8,21.35,F,1.23,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.844293273,5.761124122,
9455,10.1,8.6,15.73,M,0.53,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Små,1.526738303,3.369357915,
9458,10.4,8.6,18.72,M,0.75,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.664201183,4.006410256,
9460,9.9,8.3,14.91,M,0.59,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Små,1.536639737,3.957075788,
9490,14.8,12.4,50.52,M,2.96,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Stor,1.558397331,5.859065717,
9496,12.3,10.5,31.43,F,2.2,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.688997655,6.999681833,
9500,10.8,9.2,21.55,F,1.13,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.710708479,5.24361949,
9533,11,9.5,25.87,F,1.59,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.94365139,6.146115191,
9535,10,8.6,15.03,F,0.79,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Små,1.503,5.256154358,
9537,10,8.4,15,F,0.58,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Små,1.5,3.866666667,
9539,10.5,8.6,18.73,F,1,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.617967822,5.339028297,
9575,12.4,10.4,30.68,M,1.69,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.609126918,5.508474576,
9580,12.5,10.5,33.74,F,2.13,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.727488,6.312981624,
9584,12.9,11,37.1,M,0.92,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.728242889,2.479784367,
9590,15,12.6,58.36,M,2.05,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Stor,1.729185185,3.512679918,
9592,11.2,9.5,24.42,F,1.76,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.738167365,7.207207207,
9599,11.6,9.8,27.36,M,1.09,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.752839395,3.983918129,
9603,10.5,9.1,19.89,F,0.78,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.718172983,3.921568627,
9604,11,9.1,19.4,F,0.78,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.457550714,4.020618557,
9605,12.6,10.6,34.411,F,2.19,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.720226597,6.364243992,
9609,9.8,8.3,13.89,F,0.56,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Små,1.475788149,4.031677466,
9621,13.6,11.6,42.51,F,2.87,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Stor,1.689952041,6.751352623,
9622,11.8,10,26.16,M,0.81,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.592178363,3.096330275,
9634,13,11,34.91,M,1.35,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.58898498,3.867086795,
9635,12,10,27.9,M,0.77,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.614583333,2.759856631,
9637,14,11.8,44.93,M,1.97,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Stor,1.637390671,4.384598264,
9638,13.3,11.1,40.79,M,2.34,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Stor,1.733799137,5.736700172,
9639,13,11,37.95,M,1.96,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.727355485,5.164690382,
9642,13,11,33.81,F,1.74,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.538916705,5.146406389,
9644,14,12,52.79,M,2.21,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Stor,1.923833819,4.186398939,
9645,11,9.5,24.81,M,1.39,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.864012021,5.602579605,
9652,12.8,10.9,32.94,M,0.95,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.570701599,2.884031573,
9653,11.5,9.5,24,M,0.83,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.578038958,3.458333333,
9667,11,9.7,21.8,F,0.84,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Mellem,1.637866266,3.853211009,
9669,9.5,8.1,11.54,F,0.68,0,Rejeruse,Guldborgsund,04-Nov,,,,,,Små,1.3459688,5.89254766,
